Expanded pancreatic proteins

Q86UK0
P53007
Q9P0V3
P41091
Q9NYQ7
Q6IF42
Q6P5S7
Q9UIF8
Q8N6K7
Q53EL6
P78325
Q5HYN5
Q6XQN6
P36980
P51511
Q13761
O43819
Q96C19
Q99704
Q8NF99
P18564
O60423
Q9UPR3
Q5T2N8
A6NLX3
Q8NHW3
Q14781
P51798
Q9BRR0
Q9BPX7
P49771
Q9Y698
Q8N228
Q15759
P48145
Q86X95
Q8N3S3
B4DS77
Q96PU4
Q9BXC9
Q06889
P35638
Q9Y320
Q8N7X4
Q8WYQ9
Q13416
Q8TDN7
Q16537
Q96BP2
Q4U2R6
Q9H0M5
Q00872
P55075
P48065
A0A0B4J2D5
E9PAM4
Q8TAM6
Q9HCT0
Q8N6F8
Q9NQ55
Q5QJU3
Q6ZSI9
Q96NU0
Q15678
Q9UQ72
Q93038
Q96QE2
Q96AG3
P35219
Q9BT09
A4D1U4
Q3B7T3
Q9NR09
P09923
Q7Z5R6
Q07326
Q5W0Z9
Q9UHR5
Q9NQ34
P13796
Q13077
O95139
Q9H0G5
Q9NUB1
P31944
Q99460
P02763
Q7Z7L8
Q9UGN4
A2RUB1
O43526
O14818
P46439
P51817
Q6NW34
Q13402
Q04446
P46459
Q5ZPR3
P02810
B2RXH4
A2VCK2
Q7Z402
Q8IX30
Q6ZNJ1
Q9UP52
Q9NQS5
P53805
P98175
Q9NWX6
Q9NUU6
Q8N967
O60825
P36269
Q9NRC1
Q96PB8
Q8NAN2
P15104
Q9BZK7
Q5NUL3
P45877
Q8TAD8
Q9NZA1
P43354
Q9BXU7
Q02221
O75631
Q5VUG0
Q99929
Q9NX45
Q6PUV4
Q96PH6
Q53GS7
Q13443
Q9HC78
P46783
Q6UXC1
B2RV13
O14717
Q969X5
Q969U6
P16662
K7EP71
P13010
Q9NWM8
Q6AI14
Q9H6A9
Q9Y2I2
O14649
Q96MT7
Q9NPB9
Q5DID0
Q9NXL9
Q8WVI0
Q8TED9
O14980
Q7RTY5
A8MUX0
P13349
P35749
Q9UKT9
Q96DT6
P14616
O43414
Q02505
B9A014
P31025
Q9Y3I0
Q9UGL9
Q9HCE7
Q07820
Q8NFP4
A0A0A6YYA0
H0YNJ6
Q9BQI4
Q8WXT5
Q13421
Q9UNK9
Q8N5W9
O43304
Q12800
Q8WUU5
P00451
A2A3L6
Q63HM1
Q6NUT2
Q9Y250
Q8NH79
Q4G0G5
A6NJZ7
O15467
Q8NFC6
Q9NWW5
Q9Y2Q0
Q3SXR2
Q07507
Q96EQ0
P63241
Q7Z6J8
O60783
P29375
Q8NEV9
Q8IYE0
Q30KP8
Q92777
Q8TDW7
Q96E39
O95907
Q96AP0
Q9P2E8
Q12791
Q14687
Q9Y608
Q66PJ3
Q8IZF6
Q8N475
Q6E0U4
O60281
Q9BVI4
Q9UNN8
P53801
P30990
Q9Y230
Q86TG1
P49441
Q86YN1
Q15833
P18440
Q6ZV70
Q6A162
Q8TE49
Q5JUK3
P27987
Q9H0E7
H3BQD8
A6NNA5
Q96MN2
Q7Z6K5
Q8TA94
Q14151
Q96IU2
O94823
Q96HD9
Q6UXB2
Q9UK13
Q9BU61
Q8IYB9
P60903
Q96P20
Q6P1A2
Q9H8Y1
P06576
Q8IWW8
P10720
O43815
O75019
O75694
P81274
Q8N9W4
O95271
P33552
Q9BXT6
O60682
Q9HDC5
Q8N4C7
P35453
P56134
P09758
Q8TD08
P47756
P28074
Q02509
Q7Z7G8
Q06278
Q8IWX7
O75593
P15927
P24592
O14948
Q9UH92
Q8TBZ0
Q13285
Q16620
Q9BX79
Q9Y581
Q9NUL3
Q7L0J3
Q86W28
Q9HBG6
Q9H607
P61366
O75506
O60478
Q14689
Q8NFT8
P46734
P48378
Q68BL7
Q9Y247
Q68DU8
P46087
Q9UIS9
Q96B70
Q8NG94
Q9NVM4
Q9UM54
P36404
P02689
Q8TE69
Q96EK4
Q9H579
P23109
P16403
P56524
Q9UP83
O75795
Q6UWX4
Q8NBS9
Q8N5M4
Q9UPQ4
Q92730
Q02487
Q9UJQ7
Q9NSB4
Q9H4H8
Q86YD5
Q96QZ7
Q8N8G2
P07437
Q13459
Q9NYY3
Q504U0
Q9BTD3
Q9UK96
P43243
A0MZ66
Q9BY11
P41273
Q68DN1
Q9H6B1
Q96EX3
Q8IZU0
Q9Y4C2
P14923
Q8IX12
Q14141
Q9C0D3
P58294
Q14103
Q9UPS8
Q8NFG4
Q13572
O00409
P39900
P48764
Q8WTT0
Q53R12
P21127
P34972
O95236
Q9Y256
Q6UWH4
Q9GZT6
Q96DB2
Q495W5
B2CW77
Q7Z5J4
Q8N5U1
P60484
Q96N03
Q8TC76
P10914
Q9UHQ9
Q13261
Q9H8N7
Q8N5M1
Q5THJ4
P23975
K7EQZ3
P48200
Q8NFR3
O75821
P22314
P08709
P34947
Q9H469
Q96G75
A6NI28
P98073
O00182
Q7Z401
Q6P499
Q5T3P9
Q5T481
Q6NWY9
P42357
Q9UNP9
Q8IZU3
P15086
Q9GZY8
O75106
Q9UFP1
A6NCS4
Q5TAH2
Q8HWS3
Q9NUR3
Q15768
Q9BQ95
Q15849
Q9NTZ6
Q8WW43
O60765
Q9HCG8
Q5XKR4
A0A0B4J1V0
P54886
Q9BYV6
Q13185
O60487
Q8TAD4
P55290
Q6XPS3
Q8NE86
P17813
P26678
Q8NHB8
Q8TE76
Q9Y2X0
Q9Y2J8
Q8N394
P51843
Q13155
Q13825
P42766
P23025
O75534
P0DJI9
Q13164
O43638
Q86YV6
P60763
P62136
Q8WVF5
Q9BQE9
Q9BQB4
P02647
Q9BTL3
Q9BY07
Q6P387
A0A0B4J1T7
P49458
Q99717
P27658
P17735
Q13867
P35226
Q8TEQ6
Q8IVD9
Q6ZRS4
Q96N66
Q01543
Q3SY56
Q96BN2
Q96CM4
Q96EA4
P07711
Q9BZY9
Q9H4E5
O75150
Q9ULD9
Q01415
P51811
Q96P50
Q8N8R5
O60711
Q86VG3
Q14457
Q6PI98
A0A0A0MS16
P0DJ07
P04637
Q9BUK0
Q92764
Q8N474
Q6R327
Q9UKW4
Q13017
O75445
Q9H1C4
Q9Y4Z0
Q86XE3
Q9H813
Q8TDY2
Q2M2I5
Q8N8Y2
Q92900
O60759
Q8N7N1
O95747
Q9Y224
Q9BVS5
P0CG37
P16519
Q5T619
Q92539
O60858
Q8TBJ4
Q8N5C6
P24821
Q8NGB9
Q14139
Q32NB8
P32004
Q5VZ46
P20396
Q3SY46
Q8TD23
Q9NVI1
Q96RK0
Q9Y5P6
Q9NXK8
Q5T124
Q9BYV8
Q86TB3
P22234
Q49AH0
Q14410
Q9UNI1
Q5T1R4
Q9H503
O75312
O60524
Q0IIM8
Q6NXT4
Q14244
Q5MCW4
Q9Y4F5
O15218
P18085
O14556
Q9BU70
Q92793
Q9UBS4
Q86VX2
Q9HBY0
Q9UHQ4
Q2M389
Q9NSI8
Q96LR9
Q96PP4
Q01064
P62993
Q8NFH5
Q99574
Q8N2H4
Q8NGU9
Q9UM13
Q86UP8
P09529
Q8TAE6
P78317
A2RUB6
Q96A57
O43681
Q8N7X1
Q9H0A9
O60869
Q86WS4
Q9BRD0
Q92185
P0C0E4
Q9UMQ6
P01037
Q08380
P98177
Q9GZV5
Q8N0V4
P82979
P10620
B3GLJ2
Q5W0V3
P22626
Q9BS40
P02750
Q70YC5
Q13304
Q96IZ5
Q13489
O14745
P15144
Q5JRC9
P0CF75
Q14188
Q7Z2G1
Q13415
P54764
A6NGE7
O00232
P0CE72
Q9ULT8
P42331
P55058
Q9Y366
Q9UBD9
Q96P26
P23786
Q8IYN2
P83105
Q14767
Q9C0H5
Q9Y580
P51157
Q12982
Q96LL3
Q02045
Q9Y6G5
Q6IQ16
Q9BZW8
Q9P021
Q9C0F3
Q5DX21
Q6PI47
A1A4G5
Q4AC94
Q9BYD2
Q9NXH3
Q5VW38
Q9H9T3
P78423
Q9Y3Q0
Q9UNK4
E9PGA6
P49848
O95843
Q9BZ29
O43861
Q8NA31
Q8IWX8
Q12931
O43310
Q96EE4
P52272
P33981
Q8WVB3
O43896
Q6UXN9
Q9Y6A1
Q9Y6N8
O14994
O95751
Q14894
Q9ULK5
Q2M3G0
Q8NE09
Q7Z4L9
Q5VYV7
Q96T25
Q9NUD5
A8MUN0
Q9BYV1
P43005
O43617
Q9NR80
Q9Y5H7
Q75QN2
Q15834
Q96GZ6
Q9NP74
D6RGH6
Q6Y7W6
Q6P2H3
Q5SRI9
Q5SWH9
Q9NZU1
Q92889
Q4AE62
Q9Y2D9
Q7Z5K2
Q8N1N4
Q8IUF8
Q96LL9
O60234
G3V4G9
P17213
Q86X53
O14734
Q9HCS4
Q5VW32
Q8NCN2
O14862
P11926
Q16650
A6NDB9
Q86XM0
P29508
Q9BUT9
O95182
Q8IZL2
Q9NS75
O00631
Q8N136
Q6PH85
P16444
Q5T5M9
P35225
P62854
Q99759
P01222
Q2M2I3
P0DJD1
Q9Y5F1
P80108
A5PLK6
Q16678
P15538
Q13148
Q9NXH8
Q8IWF9
Q9NPJ6
Q14534
O15266
Q969V3
O75691
Q5QNW6
Q96BT3
P22352
Q9NQG1
Q9UFB7
Q9Y5I4
P68400
Q96IW7
Q9UKB5
Q12906
Q9H2W6
O75541
O75830
P57077
Q8N682
Q02742
Q8IYH5
A6NDU8
Q15109
Q96EI5
O95897
P25942
Q96Q35
O15457
P24071
Q9HCJ5
P62899
Q5JSL3
P40238
O60383
O14746
Q9BT49
Q9HB03
O14521
Q9Y2T1
P08218
P00915
Q8TDX6
Q7Z5M5
Q5BKX5
Q6P2M8
Q9P121
P40617
Q53HL2
P56962
Q0VD83
Q9NPB0
P04921
Q9BUL8
Q86VR8
Q99720
O75077
O60543
Q14331
Q8N3A8
A4D2P6
Q7Z7M9
Q9Y285
Q14653
Q8N183
P55769
Q8TC07
Q5T681
P51884
P43897
Q6UY01
P08582
P05014
P03886
Q8TBB0
P17302
Q14CN4
Q8N8R3
Q8N680
P78318
Q5SR56
Q96P68
A8MTQ0
O94779
Q53LP3
P82663
Q9NZ53
P57730
P55211
O95777
P52741
Q8IZ52
P30101
P82980
Q9NYP3
Q9NRM0
P13056
Q8N6N2
Q96MC6
K7ELM3
Q7RTR8
P07359
Q8N4N8
Q9HB71
P32241
Q93015
P12034
Q9Y2E8
Q9H1A4
P32249
Q9Y6Y9
Q96A05
P10145
Q9H4G4
Q96LU5
P43355
Q99467
P30532
Q8N6Q1
Q96PD2
Q96MC5
Q9UQ05
Q8TE73
Q9BXJ3
Q8IUM7
Q8NDH2
Q13075
P13805
Q9H3T3
Q9BQC6
Q06432
P32302
Q9BRP8
Q9UN36
Q9C0J8
Q19T08
Q9NW08
Q8IVV8
P02741
Q92871
Q6NXG1
Q9Y2W2
O60779
P02766
Q5XUX0
P45954
P55318
P16591
P06702
O75251
Q8NFI3
Q8TD30
O00716
P33778
Q3ZCQ8
A8K8P3
B0YJ81
Q9P0K1
Q8TF17
Q8NFW9
Q9P287
Q5JR98
P99999
Q7RTM1
Q8NA19
P11678
Q68E01
O00322
Q6UXZ3
Q9Y5Y6
P50443
Q6ZUM4
Q9P2K3
P55285
P55073
Q9UJT1
O75815
Q96KJ4
Q9H8G1
Q5TYX0
P09629
Q56NI9
O00193
O43448
Q7M4L6
Q96AH8
Q5H913
Q8NEY4
P29992
O15492
A6NNT2
Q9BYX2
Q8N6W0
P57729
Q8IVL1
O60353
Q5T5U3
Q969W1
Q9BQY6
O14979
O14641
Q8WZ92
O75762
Q5XG92
Q6J9G0
Q9UL19
P01178
Q8N112
P32519
P17041
Q96IC2
Q2VWP7
Q01362
Q8N2H3
P46091
Q4G0U5
Q9H0S4
P43121
P56645
Q96I23
Q15785
Q86UX2
Q5HYJ3
P03372
Q8N302
P26374
Q12756
P01112
P08514
P59044
Q9P1Q0
O15090
O43559
Q99835
Q03111
P55010
Q9HCI5
O95497
Q9Y5G5
P03897
A6NM10
Q9BRJ2
P08567
P50502
Q9C040
Q9NX36
Q02643
Q9UNT1
Q6ZMB0
Q96K37
Q96AB6
Q6PGQ7
Q96N96
Q13232
Q17RW2
Q8N823
Q92564
Q9Y253
Q8WUB8
Q9H3Y8
Q8WX77
O60829
Q8IZS6
O95786
O15304
A2PYH4
Q9ULH4
Q9Y6H8
Q9NYH9
C9JE40
P35030
