Expanded pancreatic proteins

A4D126
Q96N19
O95863
P28360
Q13572
Q9H488
Q9Y2F9
Q9C0F1
Q9HAS0
B5MCN3
Q9NWD9
Q5TGU0
Q6PGN9
P49257
Q5VWT5
M0QZ60
Q8WVZ7
Q8IUH8
Q12951
Q5HYK9
Q9H8X9
Q96PZ2
Q13418
O75354
Q9UM21
O43502
Q8N9W5
Q99572
O15374
Q15637
Q9NW13
P51157
Q8NHC7
Q5TD94
Q9Y620
P0CJ77
Q7Z6R9
P31153
Q92797
O60427
Q8NC56
Q5FWF7
Q9HCU0
Q96NG8
Q6ZWK6
Q7Z3K3
P42262
Q6ZVD7
Q6NX49
Q9BXU1
Q9NQ29
P35869
P22532
Q96D70
Q96JD6
Q8N122
Q9UK17
Q96JL9
Q9BSJ5
Q9UKP3
Q8N9H9
K7ENJ6
P08910
O60568
Q02383
Q9BXN6
Q6ZRS4
Q7Z6I8
Q9BYR6
Q96S95
Q9NRR8
Q15072
Q02535
Q5SY80
Q8N7F7
Q12912
Q06330
Q8IWB1
Q01130
Q9BXB1
P00973
Q86SG7
Q9BSF8
Q16531
P17481
P35789
Q9GZM3
Q6UWL2
Q8IZA0
P02760
Q8WYB5
Q9NTU7
Q9BZ11
O15245
Q86YB8
P01567
Q6NSJ0
Q86V85
Q01101
Q9UKY4
Q6X784
Q9UQK1
Q7Z7J9
Q659A1
Q9BSE5
Q49B96
Q8IY81
Q6PF15
Q96S59
Q15465
O14520
A6NGY1
Q99436
Q8IV50
Q9BQ69
Q9BTT4
P41271
Q9ULH1
A0FGR9
Q0VFZ6
Q9UM00
Q9BX69
P23280
Q9NSD7
O43542
Q8ND71
Q2TAL5
P17706
P58743
Q15935
Q9NTJ3
Q5VWX1
D6RB92
Q9Y2Z4
Q96N20
Q8IZC6
A1E959
Q5T752
P63104
Q9H255
Q8NG48
Q6PL18
Q96M60
Q6XPR3
O95159
Q52M93
P50750
Q96TA1
P35318
H3BVE0
Q6YBV0
P16035
Q16850
Q8WV92
P19338
Q9BY41
Q8IV76
Q63ZE4
Q9UPT9
O60423
Q13564
Q86Z20
O43674
Q9UJX0
Q9Y5G3
Q9Y264
Q562F6
Q8TBE9
O95196
E7ETH6
P49221
Q12837
Q9NR55
O14556
Q6RSH7
Q99527
Q8N2I2
Q9NRC6
Q8N412
Q6W0C5
Q8WVY7
Q8IX19
Q5SQS7
Q3KNS6
Q6AZZ1
Q9Y2Q0
C9JVI0
Q5H9J7
P51948
Q8IVH8
P35080
Q96DL1
Q99567
Q9Y608
Q8WYA0
P06133
Q8IUS5
Q96KN4
Q9GZY4
P21439
Q9H9A6
Q8TD33
Q6NUN0
P31751
O00192
Q04446
Q5SVJ3
Q6IS14
P18564
Q9Y694
P32320
Q8TAC1
A0A140T963
Q9GZT3
Q6UW60
Q86W11
Q6P3V2
Q7Z4H8
Q12873
Q9BV79
Q96PP8
I3L0E3
Q13496
Q96KF7
Q96D96
Q6PHR2
P08729
O43745
Q9NS00
Q9H9R9
P00441
Q96QC0
Q8N2A8
Q13562
O60930
Q99966
Q5W5X9
O43927
Q8WWN8
Q9H583
G3V3Q6
P30542
Q9BU79
Q9Y3B3
Q70IA8
O75312
Q30KQ7
Q8TE59
Q9BUZ4
Q53LP3
Q96IK1
Q8NHW3
P25788
Q7RTX1
H0YHX9
P15529
B4E171
Q9UJT9
Q9BZP6
Q8IUC4
Q99536
P19388
Q9H1X1
Q92902
Q3SY77
Q8TAW3
P15085
Q8NFG4
Q9Y2C9
Q69YU5
Q86VZ5
Q8NHS0
Q8N9R6
O15533
Q9BVA1
E5RQL4
Q9H9K5
Q16560
C9JI98
P19883
B5ME19
Q05469
P23771
Q96EF0
Q2NL98
Q9BY67
O43913
Q96QU4
O43759
P54578
Q9NQ38
P46736
P42127
P19784
Q9C009
Q9GZQ6
Q96RG2
Q8WXF5
Q5T1B0
P46059
Q6UXH9
Q16559
Q8TDR4
Q86VG3
Q9UP83
F5H423
P62304
Q8IUA0
P25024
Q15583
Q16816
P17030
H7C1E3
P26368
Q9P212
P49189
Q6S5L8
O95166
O75054
P17036
P0DJJ0
Q5W0A0
P0DML2
Q9Y6W3
Q9UIJ5
A6NHN0
Q14807
Q9H694
Q7Z401
Q9Y4L1
Q07812
Q96C19
Q9BYV6
Q6PJQ5
P51798
Q96GM8
Q96FX8
Q5SWA1
Q5T953
Q8TDY3
Q04941
Q14525
Q9NWF4
A8MTJ6
Q9H4G0
Q9NYD6
Q96BY7
Q9BQE4
P54687
Q9Y6E0
Q8NB49
Q8WXK4
Q5VV16
Q9UPM6
O77932
Q86SM5
P62136
Q13363
O14503
P78330
P04839
O75486
Q14141
Q7Z5Q5
A1A580
Q76N32
Q7Z388
Q8NH10
Q9UFW8
O43174
P62191
P09455
Q9HC52
K7EQZ3
P26378
O75528
P35443
Q92781
Q96Q42
Q9H3M7
P05230
Q9NQQ7
A6NIY4
Q14592
Q99895
Q8N2R8
Q86UT5
Q14526
Q8TF62
Q32MZ4
O75563
P33681
Q9BTE3
Q9HAP2
O00458
Q9NPH6
Q9UHL4
P41161
Q6ZMV7
O95405
O94763
Q9UDX3
Q86WB0
P20160
Q13951
Q8TCJ2
Q8ND30
O94989
A6PVC2
Q08117
Q6PI25
Q8N9I9
Q14574
Q6DT37
Q9UKZ4
A8MXD5
Q969X2
Q9Y3P4
Q12979
O75467
Q9H078
Q6P995
P00374
Q00537
P13521
Q3KRB8
Q5PT55
O60784
Q9NRD0
Q9BWD1
O95922
Q99733
Q9Y295
A6NEK1
Q3MJ13
O43315
Q9H0C2
O00194
Q9Y297
Q9NUL7
Q9Y258
Q9HBL0
Q9BT81
Q8IXU6
Q13275
Q9H015
Q6ZVE7
Q8N2H4
O75694
Q01196
Q8WXI3
Q5TIA1
Q16663
Q29RF7
Q9Y3C0
Q8TDY2
Q9H1J7
Q5GFL6
Q7Z4V5
Q6ZQQ6
A6NNA2
Q96D03
Q9HD40
Q99884
Q6UWM9
P49585
P49842
Q17RB8
P0DMS9
Q10472
Q9H2T7
P84077
Q96CX6
O14543
Q9Y3D2
Q6PJG9
Q8IYF1
Q5BVD1
Q9GZN2
Q9H4M9
Q8IVL1
Q7Z5B4
Q9BR84
P35555
Q9NQR9
Q3KQU3
Q8IY34
Q8TCT0
P51654
O43290
Q13371
Q9UN74
Q13797
Q16880
Q96H35
O75487
A7MD48
Q12841
Q96DX5
P0DPB6
O95295
Q63HK5
Q68CQ4
Q8NG92
Q09013
O60603
Q8TD20
Q12934
Q5TEJ8
Q5T1C6
Q8N6Q8
Q969M2
Q6UWD8
B1AKI9
Q9H6I2
Q9BS40
Q14919
Q8NG95
Q9Y2J2
Q9Y576
Q13515
Q02952
Q8N257
P11464
Q8N511
Q9Y6M9
P46089
Q9Y546
P13631
Q7Z4T8
Q9NX55
Q9NXE4
Q7Z412
P25774
Q5TGP6
O43283
Q96GX5
Q8WYL5
P06731
Q969Z3
P16930
Q8WV16
Q9UH99
O95672
Q07890
Q9Y223
P16619
Q8IYP2
Q6ZUB1
Q6P047
P43308
Q12889
Q6AI39
Q9BUR5
Q9BWE0
Q8NCK7
Q96J01
P0C881
P61011
Q9Y2I6
Q5ZPR3
Q13885
Q5VSY0
O95838
Q9Y343
Q9BXS5
Q04756
O43172
Q7Z699
Q8N3J5
Q9Y426
Q5JUW0
Q14714
Q6UWB1
Q5T5M9
Q7Z5Y7
Q8IYA6
Q5VTL7
P21281
Q6NSI4
P33241
O95619
Q6UWB4
Q8NHQ8
Q9Y3D3
P08621
Q9UKV3
Q8NCT3
O14745
P47972
Q7Z6Z7
P28335
Q96FV0
Q8NFQ8
Q96BT3
Q5TBK1
Q9GZN6
Q9Y5I2
Q96BD8
Q02790
Q9ULV4
Q9ULC4
P27539
Q9NXS2
Q8N2G6
Q99618
Q15437
Q8IZL2
Q86UL3
Q9ULW6
O60925
Q9NXT0
O94880
Q9BWW9
P25789
Q712K3
Q8IYM0
Q8WVQ1
Q7Z6K1
A0A0J9YYA3
Q9H9T3
A8MZ36
P63241
Q9NZM5
Q9ULK2
Q8NEA6
Q8NI38
P49771
Q9Y2G9
Q5JV73
P15289
O43189
Q8N9L9
Q9HBH0
Q9UGQ3
P12838
P04808
Q8TBB5
Q16540
Q8IX30
Q16378
Q9BWL3
P78504
Q8IYB5
Q9H061
Q5VW38
Q5VU92
Q9NWQ4
Q8IYS8
P31997
P55735
Q8IYY4
Q8TC21
Q15067
Q4V9L6
Q06141
Q9Y5F9
Q8N1M1
O76041
Q96NU7
P14625
P22314
Q9H0B6
Q66K89
Q9BYE7
Q9Y6K5
Q8IV16
Q9BTL4
C9JSJ3
Q9H936
Q5FYA8
P0C5Z0
Q8N2M4
Q92610
Q6UXT9
Q9GZR1
Q8TCW9
Q8WU76
Q9NPD7
O14678
Q9H4D5
P52198
Q9HC98
P46060
P61513
Q5VZR2
A2RU67
Q13216
P78329
Q9UBJ2
Q9BU23
O60504
Q7L5A3
O60879
Q8NCA5
Q8NBS9
Q9NRM7
Q9BQ16
Q5SQH8
P28827
I3L273
Q9H9A5
Q8IVD9
P56180
Q6NSI8
P32004
P12034
Q8IZF6
O60502
O43593
Q9H267
Q9NZ45
Q9NZP8
P07327
Q8WVZ9
P09769
Q8TAF3
Q2M2I5
Q8IYB3
Q7Z7N9
Q15024
P24903
Q99471
Q9H8Y1
Q96E09
Q9NS98
Q9GZX3
Q8WWM9
P04080
Q9P0M2
Q12857
Q96AY2
O60243
A6NGK3
P40855
Q5QGS0
Q8TDQ7
P46095
P19474
Q6UW68
Q7LC44
Q9HAE3
Q6GTX8
Q92633
P36222
J3QLG2
Q9UKL3
Q96P47
Q8TDX7
Q9NQP4
Q9UGH3
Q9BX79
Q6NVV7
Q6UW15
Q15629
Q9NP59
O00299
Q9Y5Q3
A4D2P6
P36639
Q92759
E9PQL7
A1A5D9
Q99447
Q8TDS7
O15244
Q6PKG0
Q8NCN4
P08294
P12724
Q9UBF6
Q96MK3
O75817
Q5TB80
P43235
Q5SZK8
Q9ULZ2
Q8WXR4
Q9BZQ4
Q96JA1
A1A4G5
Q9ULK6
Q9Y547
Q13360
P0C671
P15502
O00204
Q8NEM2
P25067
Q96AX9
Q9UIK5
Q9Y328
M0R2J8
Q86WT1
Q6P9G0
O75844
O94927
P25787
Q6UXA7
Q5T0U0
Q9UBN1
P53671
P48163
O60704
Q8TCD6
P51786
O60934
Q9UDY6
Q7RTY0
Q8N2K0
P29973
P78333
Q13702
P54855
O75153
B2RXF0
Q8TAE6
Q8N4Q0
Q8NDZ4
Q495A1
Q5VWJ9
Q5TA31
Q8IWE4
A6NIH7
Q96B45
P0C264
P56703
Q13367
Q9UGB7
P19827
P42263
P60014
Q92665
Q9H7F4
Q9NRX2
Q969T9
Q4AE62
P35504
Q96ND8
Q9NRG9
Q9UKS7
A9YTQ3
Q9C0K0
Q13423
P48051
Q9NR56
Q13769
O43402
Q8TCQ1
Q5T3U5
Q9Y3A6
P25098
Q8NGN2
O43257
Q96C03
P38936
Q8NBT3
Q96FF9
P48775
Q96KV7
Q9UBD3
Q8ND94
Q8WWI5
P35354
Q9UKY1
M0R3G1
P28222
Q9H501
O15069
Q9BQF6
Q9H461
Q5T1N1
Q96ET8
Q9H1R3
P35243
Q8TCP9
B0I1T2
Q8TB36
P13645
P13232
P29459
P49441
P46939
Q9Y6H3
Q8WW38
P53609
Q9UI43
Q3B726
Q96LB3
D6RBQ6
Q9NRA1
Q9UIW2
Q5T0N1
O60858
Q14533
Q8IY51
O75129
O95372
Q9UL59
Q16787
P29374
Q9UNX9
B2RC85
Q96NJ5
Q92985
P31645
Q8WYQ5
Q9P0U3
P35247
Q7Z2X7
Q04721
A6NGC4
Q6UX46
Q96IV0
Q2T9L4
Q9NTI5
P26232
Q9BY64
Q9NQW7
Q96QF0
O94788
Q13939
Q9NWX6
A0A087WWV3
E9PRG8
O15432
Q92186
P01374
O94953
Q9Y5E6
P98077
Q8WZ74
Q86UK5
Q16558
Q7Z404
Q5VWP2
Q5T4S7
P13056
P08476
Q68CJ6
Q9H4Z3
Q9Y5G5
P05106
P01011
Q96JH8
Q16698
O15379
Q68DK2
Q8IZK6
Q8N9E0
O43819
Q9UIW0
Q96MC2
P58549
Q14549
P63220
O00461
O15162
Q9GZP8
Q9P206
O95238
Q8NA82
Q9H8U3
Q969S6
Q9NUA8
Q96EK6
Q07954
P59103
Q01780
Q9BYG0
Q6ZNX1
D6RF30
P49721
P98187
Q9NR09
O43795
O00411
Q00888
O95886
Q8IWR0
Q9UKR3
P27815
Q9UJW8
Q8NFZ4
E9PL57
Q9NYS0
Q5T6J7
Q5T2T1
Q96K83
P20592
Q9HD45
Q9NQ33
Q8N6G2
Q8TE67
Q8N4L2
Q9H3H3
Q96A54
Q30KQ9
Q8TCU5
Q92831
P48664
Q9NT22
P54368
Q9P2P6
Q5T1V6
Q96JN8
Q15942
Q16594
P40197
Q8NBE8
Q12986
Q8TAD7
Q9C0D6
O60729
Q15011
Q9UJX6
P57737
Q86YS6
Q2UY09
A6NI56
Q8NEY1
Q9Y274
Q8WZ73
O75845
Q9BVG3
P83111
Q6VVX0
Q92730
Q9Y399
Q9UN19
Q99598
Q14699
Q9UI32
Q6P1Q9
P48960
P15328
P26006
O95243
P57075
Q9BT88
Q9H9A7
F8W1W9
Q66K66
P17342
Q04917
Q7L0R7
Q8NFN8
O60721
Q9NQC7
Q13107
P24310
Q16829
Q5JR12
Q92643
Q9H210
P27986
Q9P225
Q14964
Q16854
O95406
Q15154
Q9UJA9
Q9H147
P56134
Q4G0G5
A6NHG4
P56159
P52740
Q96EK9
Q9H6D3
O00754
Q8N9R8
P62745
Q9H857
Q8WXD5
Q5HYA8
O00453
Q14722
Q8NGQ5
Q6P0N0
Q658P3
P21506
Q12765
Q14D33
O95255
O43916
Q8N5J4
O95484
P18146
A6NIM6
P46597
Q9NWT6
O00429
Q8IUX4
Q8N5C1
O75121
Q02643
Q92766
O14863
P78356
P49888
Q6P597
P61604
Q4G0Z9
Q96AY4
Q9H611
Q6ZTQ3
Q99856
Q4G112
Q9Y4P1
Q3B7S5
Q7Z602
E5RJF8
P52948
Q14982
Q9H6R7
Q96T53
Q9HCH3
Q6PI98
Q6IC83
P07358
P04196
Q5EBN2
Q9Y2B4
Q96QB1
O95071
Q70EK9
P38435
O94973
Q6NUQ4
Q8N6R1
P30307
Q8IXM2
O14926
Q9UHD8
O15455
Q15561
Q92537
P24385
P0C7Q6
P09543
Q9NX94
Q2KHN1
Q9NZ81
O95365
Q5VUM1
Q8N196
Q969H6
Q08426
Q13588
O60755
P56597
Q9H4Y5
Q9HD47
Q8TA94
P16260
Q9H3P7
Q07021
Q14241
Q96AQ2
Q6UWP8
Q68DH5
Q9NUE0
Q2M3M2
Q99460
P49746
P80162
A8MYV0
A0AVF1
Q8IYS4
Q96J88
O95185
Q9HBL8
Q53G44
Q96CN9
Q9GZP1
Q9NUI1
Q8N8U2
P0DJ93
Q8WXI4
Q9Y5R2
Q969E2
O43292
Q8ND04
P61956
Q96PQ0
O43300
Q9BSJ1
Q9UJ71
Q92783
Q8NF50
P32248
P0CG48
P61266
P27169
Q8IYK8
Q8WV15
Q92519
P53673
Q01804
Q92839
Q12851
P10646
Q86UA6
P35227
O95057
Q96C10
Q96S65
Q7RTU3
P21926
O15327
P50895
Q8WVM0
Q9UBD5
H0YL14
Q9BSH4
Q9UJQ4
Q8NCR6
P23497
Q6PIZ9
Q9H0C5
O60391
P48050
Q9H9Y2
O60547
P25391
Q99969
Q6ZNI0
O43291
P26439
O15539
O00221
P43629
A0A087X1U0
O75390
O43451
Q14494
Q8NDX6
J3KS56
P05546
Q9Y3Y4
P82987
Q86V81
Q5IJ48
P27338
Q9GZV1
O43583
Q8WUS8
P54826
Q9H116
Q13158
O95716
Q8NDV2
Q8NG41
P30519
P23588
Q5VVB8
Q9Y312
Q9Y581
Q86UZ6
P52849
Q6ZNA1
Q9Y2B5
Q99990
Q7Z3V4
Q13426
Q71UI9
Q8NEG5
O43597
Q96PN7
Q8N336
P14927
A6NH11
Q8WY54
O15062
Q8NGK9
Q9UDX4
O95841
C9JG80
Q9HBD1
Q9P2B2
Q8IWZ6
Q07869
Q495T6
O00391
Q9Y388
P43119
Q6T4R5
Q52LW3
Q8IY82
Q9UIA9
Q9UIG8
Q9Y2P0
Q86UX2
Q16851
Q9NQ11
P54619
P50461
O43763
Q9NPR2
P28223
O15060
Q8NFZ8
P52961
Q6P1M0
Q9UK96
Q9BQY6
A6NIK2
Q96NY8
Q6JBY9
Q96GX8
Q9UNG2
Q8N4B4
Q99732
P22681
Q06187
Q7KZF4
P00813
Q9H6Y7
M0QX08
Q99985
Q8IYW4
Q8TD43
P37288
Q9P1W9
Q7Z7B8
Q96EP1
Q9UJ04
Q9H0Z9
P13497
P30414
Q9BXU7
Q4VC39
O75177
Q3KQV9
Q9Y6E2
Q96SZ6
A8MXZ3
Q8NCR0
P02746
Q8NGA0
Q9BR26
Q9Y2M0
P57796
P31948
Q92737
O15269
Q92828
Q16762
P15374
P29083
